,CompLex_complexity,WCL_complexity,SemEval2016_complexity,BEA2018_News_binaryComplexity,BEA2018_News_probabilisticComplexity,BEA2018_WikiNews_binaryComplexity,BEA2018_WikiNews_probabilisticComplexity,BEA2018_Wikipedia_binaryComplexity,BEA2018_Wikipedia_probabilisticComplexity,tokens
12968,,(2.4286+0j),0j,(0.7777777777777778+0j),(0.05555555555555555+0j),(0.8333333333333334+0j),(0.05000000000000001+0j),(0.42857142857142855+0j),(0.03571428571428571+0j),international
12969,,,,,,(1+0j),(0.05+0j),,,international attention
12970,,,,,,,,(1+0j),(0.05+0j),international code of zoological nomenclature
12971,,,,(1+0j),(0.1+0j),,,,,international community
12972,,,,,,0j,0j,,,international condemned
12973,,,,(1+0j),(0.05+0j),,,,,international law
12974,,,,(1+0j),(0.0625+0j),,,,,international observers
12975,,,,,,(1+0j),(0.05+0j),,,international relations
12976,,,,,,,,(1+0j),(0.05+0j),international tournaments
12977,,,,0j,0j,,,,,international troops
12978,,,0j,,,,,,,internationalist
12979,,(3+0j),0j,(1+0j),(0.1+0j),(1+0j),(0.25+0j),(1+0j),(0.05+0j),internationally
12980,,,,,,(1+0j),(0.3+0j),,,internationals
12981,,(2+0j),0j,0j,0j,0j,0j,,,internet
12982,,,,(1+0j),(0.1+0j),,,,,internet search giant
12983,,,(1+0j),,,,,,,internodes
12984,,,,,,,,(1+0j),(0.1+0j),internorm
12985,,(2.8571+0j),,,,,,,,internship
12986,,(3.1429+0j),,,,,,,,internships
12987,,(5.1429+0j),,,,,,,,interoperability
12988,,,0j,,,,,,,interoperate
12989,,(3.5+0j),,,,,,,,interpersonal
12990,,,0j,,,,,,,interplanetary
12991,,,0j,,,,,,,interplay
12992,,,0j,,,,,,,interpolation
12993,,(2.8571+0j),0j,,,,,,,interpret
12994,,(3.5714+0j),(0.14285714285714285+0j),,,,,,,interpretation
12995,,(3.8571+0j),0j,,,,,,,interpretations
12996,,(3.2857+0j),0j,,,,,,,interpreted
12997,,(3.5+0j),,,,,,,,interpreter
12998,,(3.5+0j),0j,,,,,,,interpreters
12999,,(3.4286+0j),,,,,,,,interpreting
13000,,,0j,,,,,,,interpromotional
13001,,(3.3333+0j),,,,,,,,interracial
13002,,,,,,(1+0j),(0.7+0j),(1+0j),(0.65+0j),interred
13003,,,(1+0j),,,,,,,interrex
13004,,,0j,,,,,,,interrogated
13005,,(2.4286+0j),,,,,,,,interrupt
13006,,(2.8571+0j),0j,,,,,,,interrupted
13007,,,0j,,,,,,,interruption
13008,,,0j,,,,,,,interruptive
13009,,,0j,,,,,,,intersect
13010,,,0j,,,,,,,intersected
13011,,(3+0j),0j,,,,,,,intersection
13012,,(2.4286+0j),,,,0j,0j,(1+0j),(0.05+0j),interstate
13013,,,(1+0j),,,,,,,intertidal
13014,,(2.7143+0j),0j,,,,,,,interval
13015,,(3+0j),0j,,,,,,,intervals
13016,,,0j,,,(1+0j),(0.7+0j),,,intervened
13017,,(3.8571+0j),(0.3333333333333333+0j),(1+0j),(0.6499999999999999+0j),(1+0j),(0.6833333333333332+0j),,,intervention
13018,,(4+0j),,,,,,,,interventions
13019,,(2.5+0j),0j,(0.6666666666666666+0j),(0.06666666666666667+0j),0j,0j,,,interview
13020,,(2.7143+0j),0j,(1+0j),(0.07500000000000001+0j),(1+0j),(0.55+0j),,,interviewed
13021,,,,,,(1+0j),(0.85+0j),,,interviewee
13022,,,0j,,,,,,,interviewer
13023,,(2.8333+0j),,,,,,,,interviewing
13024,,(2.5714+0j),0j,,,0j,0j,,,interviews
13025,,,0j,,,,,,,interwar
13026,,(3.4+0j),,,,,,,,intestinal
13027,,,0j,,,,,,,intima
13028,,(3.2857+0j),0j,,,,,,,intimate
13029,,,,(1+0j),(0.6000000000000001+0j),,,,,intimidate
13030,,,,(1+0j),(0.1+0j),,,,,intimidate society
13031,,,0j,,,,,,,intimidating
13032,,,0j,,,,,,,intimidation
13033,,(1.1429+0j),,,,,,,,into
13034,,,0j,,,,,,,intolerance
13035,,(3+0j),,,,,,,,intra
13036,,,,,,(1+0j),(0.8+0j),,,intracranial
13037,,,,,,(1+0j),(0.25+0j),,,intracranial optical fibers
13038,,(4.2857+0j),,,,,,,,intranet
13039,,,(1+0j),,,,,,,intricate
13040,,,0j,,,,,,,intrigued
13041,,,0j,,,,,,,intrigues
13042,,(4.1429+0j),,,,,,,,intriguing
13043,,(4.1429+0j),,,,,,,,intrinsic
13044,,(1.8+0j),0j,,,,,,,intro
13045,,(2.3333+0j),0j,,,0j,0j,,,introduce
13046,,(2.3333+0j),0j,,,(1+0j),(0.05+0j),(1+0j),(0.175+0j),introduced
13047,,(2.5+0j),,,,,,,,introduces
13048,,(2.3333+0j),0j,,,,,,,introducing
13049,,(2.3333+0j),0j,,,,,(1+0j),(0.05+0j),introduction
13050,,(2.2857+0j),,,,,,,,introductions
13051,,(2.8571+0j),,,,,,,,introductory
13052,,,(1+0j),,,,,,,intron
13053,,,,(1+0j),(0.575+0j),,,,,intruding
13054,,,,(1+0j),(0.05+0j),,,,,intruding into
13055,,(3.4286+0j),,,,,,,,intrusion
13056,,,0j,,,,,,,intuition
13057,,(3.4286+0j),,,,,,,,intuitive
13058,,(5.8+0j),,,,,,,,inuyasha
13059,,,0j,,,,,,,invaded
13060,,,(0.5+0j),,,,,,,invader
13061,,,,(1+0j),(0.35+0j),,,(1+0j),(0.3+0j),invading
13062,,,,(1+0j),(0.15+0j),,,,,invading forces
13063,,,,0j,0j,,,,,invading forces and their puppets
13064,,,,,,,,(1+0j),(0.05+0j),invading goths
13065,,(2.5+0j),,,,,,,,invalid
13066,,(3.1429+0j),,,,,,,,invaluable
13067,,(3.4286+0j),0j,,,,,,,invariant
13068,,(2.8571+0j),0j,,,,,,,invasion
13069,,(3.8571+0j),0j,,,,,,,invasive
13070,,,0j,,,,,,,invent
13071,,(2.8571+0j),0j,,,,,,,invented
13072,,(3+0j),0j,,,,,,,invention
13073,,,0j,,,,,,,inventions
13074,,,0j,,,,,,,inventive
13075,,(2.5+0j),0j,,,,,,,inventor
13076,,(3.5714+0j),,,,,,,,inventories
13077,,(3.2857+0j),0j,,,,,(1+0j),(0.15+0j),inventory
13078,,(4.8+0j),,,,,,,,inverness
13079,,(3+0j),0j,,,,,,,inverse
13080,,,(1+0j),,,,,,,invertebrates
13081,,,0j,,,,,,,inverted
13082,,(3.1667+0j),,,,,,,,invest
13083,,(3+0j),0j,,,,,,,invested
13084,,(3.3333+0j),0j,,,(1+0j),(0.4666666666666666+0j),,,investigate
13085,,(3.6667+0j),0j,,,,,,,investigated
13086,,(3.6+0j),0j,(1+0j),(0.41250000000000003+0j),,,,,investigating
13087,,,,(1+0j),(0.125+0j),,,,,investigating officers
13088,,(3.6667+0j),0j,(1+0j),(0.55+0j),(0.8+0j),(0.16999999999999998+0j),,,investigation
13089,(0.2647058823529411+0j),,,,,,,,,investigation body
13090,,(2.8571+0j),0j,,,,,,,investigations
13091,(0.2763157894736842+0j),,,,,,,,,investigative work
13092,,(3.1429+0j),0j,,,(1+0j),(0.25+0j),,,investigator
13093,,(3.1429+0j),0j,(1+0j),(0.2333333333333333+0j),(1+0j),(0.4+0j),,,investigators
13094,,,,(1+0j),(0.1+0j),,,,,investigators interviewed
13095,,,,,,(1+0j),(0.175+0j),,,investigatory
13096,,,,,,(1+0j),(0.5+0j),,,investigatory commission
13097,,,,,,(1+0j),(0.05+0j),,,investigatory findings
13098,,(3.6+0j),0j,,,,,,,investing
13099,,,0j,,,,,,,investiture
13100,,(3.8333+0j),0j,,,,,,,investment
13101,(0.25+0j),,,,,,,,,investment policy
13102,,(3.4286+0j),0j,(1+0j),(0.1+0j),,,,,investments
13103,,(2.6667+0j),,,,,,,,investor
13104,,(3+0j),0j,(1+0j),(0.1+0j),,,,,investors
13105,,(2.5+0j),0j,,,,,(1+0j),(0.15+0j),invisible
13106,,(4.6667+0j),,,,,,,,invision
13107,,(2.5714+0j),,,,0j,0j,,,invitation
13108,,(3.1429+0j),,,,,,,,invitational
13109,,(2.4286+0j),,,,,,,,invitations
13110,,(2+0j),0j,0j,0j,,,,,invite
13111,,(2.2857+0j),0j,(1+0j),(0.05+0j),0j,0j,(1+0j),(0.125+0j),invited
13112,,(2.5714+0j),0j,,,,,,,invites
13113,,(2.1667+0j),0j,,,,,,,inviting
13114,,(3.1667+0j),,,,,,,,invoice
13115,,(2.8333+0j),,,,,,,,invoices
13116,,(3.2857+0j),0j,,,,,,,invoke
13117,,(3.4286+0j),0j,,,,,,,invoked
13118,,,,(1+0j),(0.45+0j),,,,,invoking
13119,,,,(1+0j),(0.15+0j),,,,,involuntary
13120,,,,(1+0j),(0.65+0j),,,,,involuntary manslaughter
13121,,,(1+0j),,,,,,,involutes
13122,,(2.4286+0j),0j,,,,,,,involve
13123,,(2.5714+0j),0j,(0.3333333333333333+0j),(0.016666666666666666+0j),(0.6+0j),(0.09+0j),(1+0j),(0.05+0j),involved
13124,,(3.2857+0j),0j,(1+0j),(0.21666666666666667+0j),,,,,involvement
13125,,(2.5714+0j),0j,(0.5+0j),(0.05+0j),(1+0j),(0.05+0j),,,involves
13126,,(2.7143+0j),0j,(0.75+0j),(0.0625+0j),,,,,involving
13127,,,0j,,,,,,,inward
13128,,,,,,,,(1+0j),(0.05+0j),io
13129,(0.6833333333333333+0j),,,,,,,,,iodide fixation
13130,,,0j,,,,,,,iodine-rich
13131,,(3.8+0j),0j,,,,,(1+0j),(0.1+0j),ion
13132,,,,,,,,(1+0j),(0.2+0j),ion channels
13133,,,,,,,,(1+0j),(0.15+0j),ionic
13134,,,,,,,,(1+0j),(0.05+0j),ionic and covalent
13135,(0.4852941176470589+0j),,,,,,,,,ionic strength
13136,,(3.2857+0j),0j,,,,,,,ions
13137,,(2.4286+0j),,,,,,,,ios
13138,,,(1+0j),,,,,,,iota
13139,,(2.1429+0j),,,,0j,0j,,,iowa
13140,,(3.2+0j),,,,,,(1+0j),(0.05+0j),ip
13141,,,,,,,,(1+0j),(0.05+0j),ip address
13142,,,,,,,,(1+0j),(0.1+0j),ip address is blocked
13143,,(5.2+0j),,,,,,,,ipaq
13144,,(4.6+0j),,,,,,,,ipc
13145,,,,0j,0j,,,,,iphone
13146,,(3.8+0j),,,,,,,,ipo
13147,,(2+0j),,,,,,0j,0j,ipod
13148,,(2.3333+0j),,,,,,0j,0j,ipods
13149,,(4.8+0j),,,,,,,,ips
13150,,,(1+0j),,,,,,,ipsum
13151,,(3.8+0j),,,,,,,,ipswich
13152,,(1.8571+0j),,,,,,,,iq
13153,,(3.1667+0j),,0j,0j,0j,0j,,,iran
13154,,,0j,,,,,,,iranian
13155,(0.4342105263157895+0j),,,,,,,,,iranian judiciary
13156,,(2.2+0j),,0j,0j,,,,,iraq
13157,,(3.1667+0j),,,,0j,0j,,,iraqi
13158,(0.390625+0j),,,,,,,,,iraqi delegation
13159,,(2.5714+0j),,,,,,,,iraqis
13160,,(2.4286+0j),,0j,0j,,,,,ireland
13161,,(2.4+0j),,,,,,,,irene
13162,,,0j,,,,,,,iridescent
13163,,(3.6667+0j),,,,,,,,iris
13164,,(2.5+0j),,,,,,,,irish
13165,,(2.3333+0j),0j,,,,,0j,0j,iron
13166,,,,,,,,(1+0j),(0.05+0j),iron age
13167,,,,,,(1+0j),(0.25+0j),,,iron-clad
13168,,,,,,(1+0j),(0.1+0j),,,iron-clad commitment
13169,,,0j,,,,,,,ironic
13170,,,0j,,,,,,,ironically
13171,,(2.5+0j),,,,,,,,irons
13172,,(3.1667+0j),0j,,,,,,,irony
13173,,,(1+0j),,,,,,,irregation
13174,,(2.7143+0j),0j,,,,,,,irregular
13175,,,0j,,,,,,,irregularities
13176,,,0j,,,,,,,irrelevancies
13177,,(3+0j),,,,,,,,irrelevant
13178,,,,,,,,(1+0j),(0.4+0j),irreparable
13179,(0.359375+0j),,,,,,,,,irreversible program
13180,,,0j,,,,,,,irrigated
13181,,(3.5714+0j),(0.75+0j),,,,,,,irrigation
13182,,,0j,,,,,,,irritate
13183,,(3.1667+0j),0j,,,,,,,irritation
13184,,(3+0j),,,,(0.3333333333333333+0j),(0.016666666666666666+0j),,,irs
13185,,(3.4286+0j),,,,,,,,irvine
13186,,(3.5714+0j),,,,,,,,irving
13187,,(2.8571+0j),,,,,,,,irwin
13188,,(1+0j),(0.0056942619360490585+0j),,,,,,,is
13189,,,,(1+0j),(0.05+0j),,,,,is subject
13190,,(2.5+0j),,,,,,,,isaac
13191,,(3.6667+0j),,,,,,,,isabel
13192,,(4.3333+0j),,,,,,,,isabella
13193,,,,,,0j,0j,,,isakson
13194,,,0j,,,,,,,isam
13195,,,(1+0j),,,,,,,isamaa
13196,,,0j,,,,,,,ischemic
13197,,(2.5+0j),,,,,,,,isis
13198,,,,,,(1+0j),(0.05+0j),,,iskander
13199,,,,,,(1+0j),(0.05+0j),,,iskanders
13200,,(2.8571+0j),,0j,0j,,,0j,0j,islam
13201,,(3+0j),,,,(1+0j),(0.05+0j),,,islamic
13202,(0.4821428571428571+0j),,,,,,,,,islamic fundamentalism
13203,(0.4264705882352941+0j),,,,,,,,,islamic fundamentalists
13204,,,,,,(1+0j),(0.05+0j),,,islamic jihad
13205,,,,,,(1+0j),(0.15+0j),,,islamic militants
13206,,,,0j,0j,,,,,islamist
13207,,,,(1+0j),(0.15+0j),,,,,islamist activist
13208,,(1.7143+0j),0j,(0.2222222222222222+0j),(0.011111111111111112+0j),0j,0j,0j,0j,island
13209,,(3.2857+0j),,,,,,,,islander
13210,,,0j,,,,,0j,0j,islanders
13211,,(2+0j),(0.038461538461538464+0j),0j,0j,0j,0j,0j,0j,islands
13212,,(3.3333+0j),,,,,,,,isle
13213,,(3.1667+0j),,,,,,,,isles
13214,,(1.5+0j),,,,,,,,isnt
13215,,(3.6+0j),,,,,,,,iso
13216,,(2.8333+0j),0j,(1+0j),(0.55+0j),,,,,isolate
13217,,(3.4+0j),0j,,,,,(1+0j),(0.25+0j),isolated
13218,,,0j,,,,,,,isolates
13219,,(3.2857+0j),0j,,,(1+0j),(0.85+0j),,,isolation
13220,,,0j,,,,,,,isothermal
13221,,,(1+0j),,,,,,,isotopic
13222,,(3.2+0j),,,,,,,,isp
13223,,(3.2+0j),,0j,0j,0j,0j,,,israel
13224,(0.35+0j),,,,,,,,,israel dwelling
13225,,(3.1429+0j),,0j,0j,0j,0j,,,israeli
13226,(0.3452380952380952+0j),,,,,,,,,israeli authorities
13227,,,,0j,0j,,,,,israeli diplomatic missions
13228,,,,(1+0j),(0.1+0j),,,,,israeli embassy
13229,(0.36134453781512604+0j),,,,,,,,,israeli jails
13230,(0.4736842105263158+0j),,,,,,,,,israeli organisations
13231,(0.4047619047619047+0j),,,,,,,,,israeli wrongdoings
13232,,,,0j,0j,,,,,israeli-egyptian
13233,,(3.5+0j),,0j,0j,,,,,israelis
13234,,(5.2+0j),,,,,,,,iss
13235,,(3.5714+0j),,,,,,,,issuance
13236,,(1.8333+0j),0j,(0.7142857142857143+0j),(0.03571428571428571+0j),(0.5+0j),(0.025+0j),,,issue
13237,,,,,,(1+0j),(0.05+0j),,,issue article
13238,,(2.2857+0j),0j,(1+0j),(0.08333333333333333+0j),(0.6666666666666666+0j),(0.05000000000000001+0j),,,issued
13239,,,,,,(1+0j),(0.05+0j),,,issued its judgement
13240,,,,(1+0j),(0.05+0j),,,,,issued twice a year to congress
13241,,(3.1429+0j),,,,,,,,issuer
13242,,(2.2857+0j),0j,0j,0j,,,,,issues
13243,,(2.5714+0j),0j,,,,,,,issuing
13244,,(3.1667+0j),,0j,0j,,,0j,0j,istanbul
13245,,(4.2+0j),,,,,,,,isuzu
13246,,(1+0j),,,,,,,,it
13247,,(2.6667+0j),,,,,,0j,0j,italia
13248,,(2.1429+0j),0j,,,,,0j,0j,italian
13249,(0.3611111111111111+0j),,,,,,,,,italian regiment
13250,,,,,,,,(1+0j),(0.05+0j),italian renaissance
13251,,,,,,,,(1+0j),(0.05+0j),italian renaissance style
13252,,(2.8333+0j),,,,,,,,italiano
13253,,(2.4286+0j),0j,,,,,,,italic
13254,,,0j,,,,,,,italics
13255,,(1.8571+0j),,,,,,0j,0j,italy
13256,,(1.5+0j),0j,,,,,,,item
13257,,(1.5+0j),0j,,,,,,,items
13258,,(3.5+0j),,,,,,,,iteration
13259,,(2.3333+0j),,,,,,,,ithaca
13260,,,,,,,,(1+0j),(0.05+0j),itihasas
13261,(0.6+0j),,,,,,,,,itinerant jews
13262,,(3.8571+0j),,,,,,,,itinerary
13263,,(1.1429+0j),,,,,,,,its
13264,,(1.2857+0j),,,,,,,,itself
13265,,(2.4286+0j),0j,,,,,0j,0j,itunes
13266,,,(1+0j),,,,,,,iure
13267,,(1.2+0j),,,,,,(1+0j),(0.05+0j),iv
13268,,(2.4286+0j),,,,0j,0j,,,ivan
13269,,,,,,,,0j,0j,ives
13270,,(3.2857+0j),0j,,,,,,,ivory
13271,,(2.5+0j),0j,,,,,,,ivy
13272,,(2+0j),,,,,,,,ix
13273,,,0j,,,,,,,j
13274,,,,0j,0j,,,,,jabal
13275,,(2.8333+0j),,,,,,,,jabber
13276,,(1.6667+0j),(0.5+0j),,,,,,,jack
13277,,,0j,,,,,,,jackals
13278,,(1.6667+0j),,,,,,,,jacket
13279,,,0j,,,,,,,jacketed
13280,,(2.3333+0j),,,,,,,,jackets
13281,,(2.3333+0j),,,,,,0j,0j,jackie
13282,,(3.2857+0j),,,,,,,,jacking
13283,,,0j,,,,,(1+0j),(0.45+0j),jackpot
13284,,,,,,,,(1+0j),(0.05+0j),jackpot limits
13285,,,0j,,,,,,,jacks
13286,,(2.5+0j),,,,0j,0j,,,jackson
13287,,(3.2+0j),,,,,,,,jacksonville
13288,,(2.6667+0j),,,,,,,,jacob
13289,,(3.2+0j),,,,,,,,jacobs
13290,,,,0j,0j,,,,,jacobson
13291,,(4.6+0j),,,,,,,,jacqueline
13292,,(3.5+0j),,,,,,,,jacques
13293,,(3.8333+0j),,,,,,,,jacuzzi
13294,,(2.8333+0j),,,,,,,,jade
13295,,,,,,,,(0.5+0j),(0.025+0j),jaeg
13296,,(2.7143+0j),,,,,,,,jaguar
13297,,(2+0j),0j,,,0j,0j,,,jail
13298,,(3.6667+0j),,,,(1+0j),(0.05+0j),,,jakarta
13299,,(2+0j),,,,,,,,jake
13300,,,,0j,0j,,,,,jalalabad
13301,,(1.6667+0j),0j,,,,,,,jam
13302,,(2.8333+0j),,,,,,,,jamaica
13303,,(1.8571+0j),,,,0j,0j,0j,0j,james
13304,,(3.6667+0j),,,,,,,,jamestown
13305,,(2.3333+0j),,0j,0j,,,0j,0j,jamie
13306,,(1.4+0j),,,,,,,,jan
13307,,(1.8+0j),,,,,,,,jane
13308,,,,,,(1+0j),(0.05+0j),,,janeiro
13309,,(2.5+0j),,,,,,,,janet
13310,,(2.7143+0j),,,,,,,,janice
13311,,,0j,,,,,,,janitor
13312,,(3.6+0j),,,,,,,,janitorial
13313,,(1.5714+0j),,0j,0j,0j,0j,0j,0j,january
13314,,(2+0j),,,,,,0j,0j,japan
13315,,(1.8333+0j),0j,,,0j,0j,0j,0j,japanese
13316,,,,,,(1+0j),(0.05+0j),,,japanese grand prix
13317,,(2.1667+0j),(0.25+0j),,,,,,,jar
13318,,(3.3333+0j),,,,,,,,jared
13319,,,,,,(1+0j),(0.5+0j),,,jargon-free
13320,,,,,,(1+0j),(0.2+0j),,,jargon-free communication
13321,,(4.1667+0j),,0j,0j,,,,,jarvis
13322,,,,,,0j,0j,,,jas
13323,,(2.6667+0j),,,,,,,,jasmine
13324,,(2+0j),,,,,,,,jason
13325,,(3.3333+0j),(1+0j),,,,,,,jasper
13326,,(2.4+0j),,,,0j,0j,,,java
13327,,,0j,,,,,,,javanica
13328,,(3.8571+0j),,,,,,,,javascript
13329,,(2.3333+0j),0j,,,(1+0j),(0.05+0j),,,jaw
13330,,,,,,0j,0j,,,jawd
13331,,,,,,(1+0j),(0.05+0j),,,jawd boulos
13332,,,,,,(1+0j),(0.15+0j),,,jawed
13333,,,,,,(1+0j),(0.2+0j),,,jawed vertebrates
13334,,,0j,,,,,(1+0j),(0.15+0j),jaws
13335,,,,0j,0j,,,,,jaxs
13336,,,,(1+0j),(0.05+0j),,,,,jaxs johnson
13337,,(1.8333+0j),,,,,,0j,0j,jay
13338,,(2.4+0j),,,,,,,,jays
13339,,,,0j,0j,,,,,jazeera
13340,,,,(0.25+0j),(0.0125+0j),,,,,jazlin
13341,,(2.2857+0j),0j,,,,,,,jazz
13342,,,,0j,0j,,,,,jazzlyn
13343,,(4.6+0j),,,,,,,,jboss
13344,,(2.4286+0j),,,,,,,,jealous
13345,,(1.8333+0j),,,,,,,,jean
13346,,(2.2857+0j),,,,,,,,jeanne
13347,,(1.8+0j),,,,,,,,jeans
13348,,,,,,0j,0j,,,jeb
13349,,(3.2+0j),,,,,,,,jedi
13350,,(1.7143+0j),,,,,,,,jeep
13351,,(3.2857+0j),,,,,,,,jeeves
13352,,(1.7143+0j),,,,,,,,jeff
13353,,(3+0j),,,,,,,,jefferson
13354,,(2.5714+0j),,0j,0j,0j,0j,0j,0j,jeffrey
13355,,(2+0j),,,,,,,,jelly
13356,,,0j,,,,,,,jellyfish
13357,,(2+0j),,,,,,,,jen
13358,,(3+0j),,,,,,,,jenkins
13359,,(1.8571+0j),,,,,,,,jenna
13360,,(2.8333+0j),,,,,,,,jennifer
13361,,(2.1429+0j),,,,,,,,jenny
13362,,(2.8+0j),,,,,,,,jensen
13363,,,,,,(1+0j),(1+0j),,,jeopardising
13364,,,,,,0j,0j,,,jeopardising international
13365,,,,,,(1+0j),(0.975+0j),,,jeopardize
13366,,(2.5714+0j),,,,,,,,jeremy
13367,,(1.4286+0j),,,,,,,,jerk
13368,,,0j,,,,,,,jerk-ipedia
13369,(0.6+0j),,,,,,,,,jeroboam king
13370,,(3.3333+0j),,,,,,,,jerome
13371,,(2.1667+0j),,,,,,,,jerry
13372,,(2.2857+0j),0j,,,0j,0j,,,jersey
13373,,(3.1429+0j),0j,,,,,,,jerseys
13374,,(4.2+0j),,0j,0j,,,,,jerusalem
13375,,(2.6667+0j),,,,,,,,jess
13376,,(2.1429+0j),,,,,,,,jesse
13377,,(2.6667+0j),,,,,,,,jessica
13378,,(2.2857+0j),,,,,,,,jessie
13379,,,(1+0j),,,,,,,jester
13380,,(1.8571+0j),,,,,,,,jesus
13381,,(1.5714+0j),0j,,,0j,0j,,,jet
13382,,,,,,0j,0j,,,jet crashes
13383,,(2.1667+0j),0j,,,0j,0j,,,jets
13384,,,(1+0j),,,,,,,jettison
13385,,,,,,,,0j,0j,jeux
13386,,(2+0j),,,,,,,,jew
13387,,(2.4286+0j),0j,,,,,,,jewel
13388,,,0j,,,,,,,jewellers
13389,,(2.5714+0j),0j,,,,,,,jewellery
13390,,(3.5714+0j),,,,,,(1+0j),(0.05+0j),jewelry
13391,,(2.5+0j),,0j,0j,,,,,jewish
13392,,(2.5+0j),,,,,,,,jews
13393,,,,,,(1+0j),(0.05+0j),,,jezebel
13394,,(3.1667+0j),,,,,,,,jigsaw
13395,,,0j,,,,,,,jigsaws
13396,,,,,,(1+0j),(0.05+0j),,,jihad
13397,,(1.8571+0j),,,,,,,,jill
13398,,(1.7143+0j),,0j,0j,0j,0j,,,jim
13399,,(1.6667+0j),,,,,,,,jimmy
13400,,(2.4+0j),,,,,,,,jin
13401,,,(1+0j),,,,,,,jirga
13402,,,0j,,,,,,,jive
13403,,(2.6+0j),,,,,,,,jj
13404,,(1.5714+0j),,,,,,,,jo
13405,,(2.1429+0j),,,,,,0j,0j,joan
13406,,(2.7143+0j),,,,,,,,joanna
13407,,(2.5714+0j),,,,,,,,joanne
13408,,,,,,0j,0j,,,joaquim
13409,,,,,,(1+0j),(0.05+0j),,,joaquim bosch
13410,,(4.6+0j),,,,,,,,joaquin
13411,,(1.1429+0j),0j,0j,0j,0j,0j,0j,0j,job
13412,,,,,,0j,0j,,,job quotas
13413,,(1.7143+0j),0j,,,0j,0j,,,jobs
13414,,,,,,(1+0j),(0.05+0j),,,jobs market
13415,,(3.3333+0j),,,,,,,,jockey
13416,,(1.4286+0j),,0j,0j,,,0j,0j,joe
13417,,(2.1667+0j),,0j,0j,,,,,joel
13418,,(2+0j),,,,,,,,joey
13419,,(3.4+0j),,,,,,,,johan
13420,,(3.2857+0j),,,,,,,,johann
13421,,,,,,0j,0j,,,johanna
13422,,(4+0j),,,,,,0j,0j,johannes
13423,,(4.8+0j),,,,,,,,johannesburg
13424,,(1.5714+0j),,0j,0j,0j,0j,0j,0j,john
13425,,,,,,0j,0j,,,john mccain
13426,,(2+0j),,,,0j,0j,,,johnny
13427,,,,,,0j,0j,,,johnny isakson
13428,,(1.8571+0j),,,,,,,,johns
13429,,(2.4286+0j),,0j,0j,,,0j,0j,johnson
13430,,,,,,,,0j,0j,johnstown
13431,,(1.2857+0j),0j,,,0j,0j,,,join
13432,,(1.4286+0j),0j,0j,0j,(0.2+0j),(0.01+0j),,,joined
13433,,,,0j,0j,,,,,joined forces
13434,,,(1+0j),,,,,,,joinery
13435,,(1.8571+0j),0j,,,,,,,joining
13436,,(1.5714+0j),0j,,,0j,0j,,,joins
13437,,(1.6667+0j),(0.125+0j),,,0j,0j,,,joint
13438,,,,,,(1+0j),(0.05+0j),,,joint cooperation
13439,(0.4049019607843136+0j),,,,,,,,,joint formation
13440,,,,,,(1+0j),(0.45+0j),,,joint venture
13441,,(2.5714+0j),(0.3333333333333333+0j),,,,,,,jointly
13442,,(2.1667+0j),0j,,,,,,,joints
13443,,(1.8333+0j),0j,,,,,,,joke
13444,,(1.7143+0j),0j,,,,,,,jokes
13445,,,0j,,,,,,,joking
13446,,,0j,,,,,,,jokingly
13447,,(2.2857+0j),,,,,,,,jolie
13448,,(3.4+0j),,,,,,,,jolla
13449,,(2.3333+0j),0j,,,,,,,jolly
13450,,(2+0j),,,,,,,,jon
13451,,,,,,0j,0j,,,jonah
13452,,(3+0j),,,,,,,,jonathan
13453,,(2.2857+0j),,,,0j,0j,,,jones
13454,,,,,,0j,0j,,,jong-il
13455,,,,,,0j,0j,,,jong-un
13456,,(4.3333+0j),,,,,,,,joomla
13457,,(2.5+0j),,0j,0j,,,,,jordan
13458,,(2.5714+0j),,,,,,,,jorge
13459,,(1.8571+0j),,,,,,,,jose
13460,,,,,,0j,0j,,,josef
13461,,(2.2857+0j),,,,,,,,joseph
13462,,(2.1429+0j),,,,0j,0j,,,josh
13463,,,,,,(1+0j),(0.05+0j),,,josh ernest
13464,,(2.5+0j),,,,,,,,joshua
13465,,,,,,,,0j,0j,joss
13466,,,0j,,,,,,,joule
13467,,(2.7143+0j),0j,(0.6666666666666666+0j),(0.03333333333333333+0j),,,(1+0j),(0.05+0j),journal
13468,,(2.6667+0j),(0.3333333333333333+0j),,,,,,,journalism
13469,,(2.8571+0j),0j,,,,,,,journalist
13470,,(2.7143+0j),,(0.2857142857142857+0j),(0.03571428571428571+0j),(1+0j),(0.15+0j),,,journalists
13471,,(2.4286+0j),0j,,,,,,,journals
13472,,(2.6667+0j),0j,,,,,,,journey
13473,,,0j,,,,,,,journeys
13474,,(2.6667+0j),,,,,,,,jovi
13475,,(1.5+0j),0j,,,,,,,joy
13476,,(2.5714+0j),,,,,,,,joyce
13477,(0.2236842105263157+0j),,,,,,,,,joyful shout
13478,,,0j,,,,,,,joystick
13479,,,0j,,,,,,,joysticks
13480,,(2.3333+0j),,,,,,,,jpg
13481,,,,0j,0j,,,,,jpmorgan
13482,,(3+0j),,,,,,,,jr
13483,,(2.5+0j),,,,,,,,juan
13484,,(4+0j),,,,,,(1+0j),(0.05+0j),jubilee
13485,,(3.5714+0j),,,,,,,,judaism
